farm_id,state,farm_size,contract_type,sale_type,chick_count,feed_consumed_kg,mortality_count,contract_duration,price_per_bird_inr,total_revenue,total_cost,estimated_profit,mortality_rate,feed_efficiency,revenue_per_bird,profit_per_bird,duration_efficiency,risk_label,farm_score,approval
F0492,Telangana,Medium,Broiler,Retail,8694,30042.3,256,89,227.18,1945935.42,1233189.0,688429.97,0.0294,3.4555,223.83,79.18,7735.17,Low,77.2,Approve
F0493,Maharashtra,Small,Layer,Retail,4058,11852.4,414,60,190.94,735235.93,506938.13,203019.79,0.102,2.9207,181.18,50.03,3383.66,Low,70.7,Approve
F0494,Bihar,Small,Broiler,Wholesale,3976,12557.6,311,106,247.6,945903.24,549992.71,401472.65,0.0782,3.1584,237.9,100.97,3787.48,Low,81.7,Approve
F0495,Uttarakhand,Medium,Broiler,Wholesale,6962,22208.2,1675,105,218.02,1335133.86,966637.73,425490.31,0.2406,3.1899,191.77,61.12,4052.29,High,48.6,Reject
F0496,Punjab,Small,Layer,Export,3727,13407.8,106,90,192.99,708954.66,540953.6,180407.38,0.0284,3.5975,190.22,48.41,2004.53,Low,66.7,Approve
F0497,Uttar Pradesh,Medium,Layer,Export,11054,35998.0,739,31,189.83,2028179.49,1405575.82,600202.37,0.0669,3.2566,183.48,54.3,19361.37,Low,69.8,Approve
F0498,Tamil Nadu,Small,Broiler,Wholesale,6136,18234.1,406,150,257.24,1526218.21,871576.87,726402.71,0.0662,2.9717,248.73,118.38,4842.68,Low,87.2,Approve
F0499,Tamil Nadu,Large,Layer,Retail,12093,37303.7,2192,88,202.52,2227129.45,1614519.67,710904.92,0.1813,3.0847,184.17,58.79,8078.46,High,58.5,Reject
F0500,Andhra Pradesh,Large,Breeder,Wholesale,19116,58310.8,1100,69,252.69,4691355.13,2473127.2,2227493.17,0.0575,3.0504,245.42,116.53,32282.51,Low,86.8,Approve
F0501,Andhra Pradesh,Medium,Broiler,Wholesale,6684,29772.1,799,61,212.85,1337626.94,1061670.47,382498.27,0.1195,4.4542,200.12,57.23,6270.46,Low,38.5,Approve
F0502,Odisha,Medium,Layer,Wholesale,13004,53196.7,1300,67,210.87,2605105.54,1975419.49,684313.7,0.1,4.0908,200.33,52.62,10213.64,Low,47.6,Approve
F0503,West Bengal,Small,Breeder,Wholesale,4447,19767.8,135,121,236.07,1033885.91,752901.51,301270.58,0.0304,4.4452,232.49,67.75,2489.84,Low,53.8,Approve
F0504,West Bengal,Large,Layer,Retail,16137,57247.0,647,117,180.79,2858918.13,2401933.6,285066.76,0.0401,3.5476,177.17,17.67,2436.47,Medium,58.4,Revise
F0505,Himachal Pradesh,Medium,Broiler,Wholesale,10970,35907.3,1595,170,207.05,2106101.92,1669998.38,258801.88,0.1454,3.2732,191.99,23.59,1522.36,Medium,50.8,Revise
F0506,Uttar Pradesh,Small,Broiler,Retail,6659,27682.1,786,114,204.21,1279549.93,1076911.93,206696.5,0.118,4.1571,192.15,31.04,1813.13,Low,38.3,Approve
F0507,Gujarat,Large,Broiler,Export,15663,52543.6,1017,105,249.45,3780219.5,2231485.2,1737226.37,0.0649,3.3546,241.35,110.91,16545.01,Low,79.5,Approve
F0508,Himachal Pradesh,Large,Broiler,Wholesale,16818,55650.0,260,157,222.33,3710191.72,2534609.07,1236523.74,0.0155,3.309,220.61,73.52,7875.95,Low,80.7,Approve
F0509,Tamil Nadu,Large,Layer,Wholesale,10578,33799.5,415,42,209.17,2169062.92,1351471.4,920718.08,0.0392,3.1953,205.05,87.04,21921.86,Low,83.1,Approve
F0510,Andhra Pradesh,Medium,Broiler,Retail,9792,29576.3,859,68,201.29,1884525.85,1258653.0,586908.41,0.0877,3.0205,192.46,59.94,8631.01,Low,73.2,Approve
F0511,Andhra Pradesh,Medium,Breeder,Wholesale,7316,23674.5,330,52,227.24,1624948.43,954271.36,677379.65,0.0451,3.236,222.11,92.59,13026.53,Low,82.9,Approve
F0512,Andhra Pradesh,Medium,Broiler,Wholesale,10146,34537.4,2656,139,192.13,1694194.26,1517841.73,177766.29,0.2618,3.404,166.98,17.52,1278.89,High,31.9,Reject
F0513,Uttar Pradesh,Large,Layer,Wholesale,11457,45206.9,3732,136,199.7,1915269.78,1844406.6,-101653.9,0.3257,3.9458,167.17,-8.87,-747.46,High,14.2,Reject
F0514,Odisha,Large,Broiler,Wholesale,16956,49280.2,1211,121,203.49,3327097.65,2296706.8,1327986.31,0.0714,2.9064,196.22,78.32,10975.09,Low,82.4,Approve
F0515,Uttarakhand,Small,Broiler,Export,3405,10752.5,470,171,228.63,724733.8,510317.0,257812.47,0.138,3.1579,212.84,75.72,1507.68,Medium,67.2,Revise
F0516,Arunachal Pradesh,Small,Layer,Retail,5279,22041.6,584,174,209.86,1046513.32,912162.27,182931.97,0.1106,4.1753,198.24,34.65,1051.33,Low,39.9,Approve
F0517,Andhra Pradesh,Small,Broiler,Wholesale,5580,17017.7,939,53,220.46,1126601.59,705965.4,493016.23,0.1683,3.0498,201.9,88.35,9302.19,Medium,68.4,Revise
F0518,Punjab,Large,Broiler,Retail,20670,69916.2,6779,63,232.04,4009600.84,2803160.4,1112831.09,0.328,3.3825,193.98,53.84,17663.99,High,41.5,Reject
F0519,Punjab,Large,Broiler,Export,13719,58579.0,1733,141,256.5,3296662.63,2318577.6,1109255.06,0.1263,4.2699,240.3,80.86,7867.06,Medium,47.3,Revise
F0520,Uttar Pradesh,Small,Broiler,Wholesale,4811,14737.9,19,167,241.19,1157971.2,707617.04,423186.59,0.0039,3.0634,240.69,87.96,2534.05,Low,91.0,Approve
F0521,Odisha,Medium,Layer,Wholesale,7008,20608.1,640,147,212.42,1420570.23,986920.6,444161.86,0.0913,2.9407,202.71,63.38,3021.51,Low,75.2,Approve
F0522,Himachal Pradesh,Small,Breeder,Export,6740,24423.8,1325,178,239.86,1457726.67,1087607.16,243134.44,0.1966,3.6237,216.28,36.07,1365.92,High,39.5,Reject
F0523,Andhra Pradesh,Large,Broiler,Export,9534,31596.8,155,36,255.98,2420529.86,1232847.2,1169675.57,0.0163,3.3141,253.88,122.68,32490.99,Low,87.1,Approve
F0524,Odisha,Large,Broiler,Wholesale,9393,35297.0,2204,119,219.95,1823576.0,1444898.13,239151.03,0.2346,3.7578,194.14,25.46,2009.67,High,28.8,Reject
F0525,Odisha,Large,Layer,Wholesale,14538,60572.1,3130,42,212.84,2761123.44,2168036.6,419945.25,0.2153,4.1665,189.92,28.89,9998.7,High,23.9,Reject
F0526,Sikkim,Medium,Breeder,Wholesale,8956,27164.9,1641,109,186.24,1515095.78,1218975.18,292052.41,0.1832,3.0332,169.17,32.61,2679.38,High,52.7,Reject
F0527,Arunachal Pradesh,Medium,Breeder,Wholesale,10790,40863.8,277,59,251.39,2677674.74,1551678.71,1031242.24,0.0257,3.7872,248.16,95.57,17478.68,Low,75.0,Approve
F0528,Tamil Nadu,Small,Layer,Retail,5587,20444.9,390,162,199.71,1076813.21,890043.4,205019.46,0.0698,3.6594,192.74,36.7,1265.55,Low,56.7,Approve
F0529,Andhra Pradesh,Small,Broiler,Wholesale,3771,11482.4,182,45,185.12,681147.31,471330.8,266861.0,0.0483,3.0449,180.63,70.77,5930.24,Low,80.9,Approve
F0530,Sikkim,Large,Broiler,Wholesale,13287,51298.4,874,179,222.98,2865171.07,2215736.67,560368.89,0.0658,3.8608,215.64,42.17,3130.55,Low,54.5,Approve
F0531,Tamil Nadu,Large,Broiler,Wholesale,15369,50182.7,679,69,247.67,3722344.3,2060995.8,1612070.37,0.0442,3.2652,242.2,104.89,23363.34,Low,84.2,Approve
F0532,Himachal Pradesh,Large,Broiler,Export,10734,38957.1,2129,66,212.53,2055060.97,1519701.8,603639.65,0.1983,3.6293,191.45,56.24,9146.06,High,44.2,Reject
F0533,Arunachal Pradesh,Large,Layer,Wholesale,17703,52044.4,1109,107,242.65,4160943.25,2366877.2,1654693.98,0.0626,2.9399,235.04,93.47,15464.43,Low,86.7,Approve
F0534,Odisha,Medium,Layer,Wholesale,9030,32339.1,516,45,246.91,2165803.92,1235200.2,853133.41,0.0571,3.5813,239.85,94.48,18958.52,Low,74.5,Approve
F0535,Uttarakhand,Medium,Layer,Export,6386,21207.8,488,72,216.35,1328823.16,867612.4,431681.33,0.0764,3.321,208.08,67.6,5995.57,Low,70.5,Approve
F0536,Himachal Pradesh,Large,Broiler,Retail,15021,63058.9,688,92,227.28,3335626.38,2384022.6,1098518.2,0.0458,4.198,222.06,73.13,11940.42,Low,58.1,Approve
F0537,Uttar Pradesh,Large,Layer,Wholesale,12555,36370.1,1167,44,222.71,2666146.58,1526100.2,904330.36,0.093,2.8969,212.36,72.03,20552.96,Low,78.0,Approve
F0538,Karnataka,Small,Broiler,Wholesale,5394,18941.7,81,166,255.14,1365806.64,845600.33,462331.33,0.015,3.5116,253.21,85.71,2785.13,Low,79.7,Approve
F0539,Uttar Pradesh,Medium,Broiler,Wholesale,11996,42937.7,1100,94,238.04,2724582.81,1744895.89,1188238.47,0.0917,3.5793,227.12,99.05,12640.83,Low,70.9,Approve
F0540,Uttar Pradesh,Small,Broiler,Retail,4384,17678.5,133,73,254.03,1096639.42,665021.58,261684.86,0.0303,4.0325,250.15,59.69,3584.72,Low,60.3,Approve
F0541,Bihar,Large,Layer,Wholesale,14376,54287.9,2353,49,197.6,2608198.73,2038364.73,553223.7,0.1637,3.7763,181.43,38.48,11290.28,Medium,41.6,Revise
F0542,Andhra Pradesh,Medium,Broiler,Wholesale,13310,52365.0,2274,148,204.82,2493226.26,2167730.89,516218.85,0.1708,3.9343,187.32,38.78,3487.97,Medium,37.4,Revise
F0543,Maharashtra,Small,Layer,Wholesale,4110,16937.2,694,141,185.67,698637.23,681142.4,84214.22,0.1689,4.121,169.98,20.49,597.26,Medium,29.3,Revise
F0544,Arunachal Pradesh,Medium,Broiler,Wholesale,12666,54029.9,1547,152,219.99,2616206.29,2164221.27,556548.92,0.1221,4.2657,206.55,43.94,3661.51,Medium,38.7,Revise
F0545,Karnataka,Medium,Broiler,Retail,10522,35076.0,934,109,249.91,2512809.58,1501664.98,1158374.9,0.0888,3.3336,238.81,110.09,10627.29,Low,76.6,Approve
F0546,Odisha,Small,Breeder,Wholesale,6736,25021.8,1108,129,206.15,1274344.19,1041758.53,172142.69,0.1645,3.7146,189.18,25.56,1334.44,Medium,39.5,Revise
F0547,Andhra Pradesh,Small,Broiler,Wholesale,6793,28722.1,869,35,190.26,1209736.46,1013803.76,143523.54,0.1279,4.2282,178.09,21.13,4100.67,Medium,33.0,Revise
F0548,Odisha,Medium,Broiler,Export,9872,44247.0,1262,112,185.48,1713956.84,1663596.49,197260.52,0.1278,4.4821,173.62,19.98,1761.25,Medium,27.5,Revise
F0549,Arunachal Pradesh,Medium,Broiler,Retail,11240,48468.9,1800,60,215.8,2231319.83,1748209.13,453675.06,0.1601,4.3122,198.52,40.36,7561.25,Medium,31.5,Revise
F0550,Karnataka,Medium,Breeder,Wholesale,7558,25935.2,1193,95,193.12,1344377.18,1076120.62,142082.38,0.1578,3.4315,177.87,18.8,1495.6,Medium,44.6,Revise
F0551,Sikkim,Medium,Broiler,Retail,6522,20425.5,1588,47,207.69,1189604.76,829955.93,384536.13,0.2435,3.1318,182.4,58.96,8181.62,High,48.8,Reject
F0552,Maharashtra,Large,Broiler,Wholesale,11187,40630.8,247,57,245.6,2717163.33,1566589.2,1124625.6,0.0221,3.632,242.89,100.53,19730.27,Low,79.8,Approve
F0553,Uttar Pradesh,Medium,Broiler,Retail,6564,26655.0,804,97,210.72,1298400.35,1027802.53,275864.89,0.1225,4.0608,197.81,42.03,2843.97,Medium,42.4,Revise
F0554,Sikkim,Medium,Broiler,Retail,13438,48878.9,561,143,228.79,3010219.16,2088859.62,562951.08,0.0417,3.6374,224.01,41.89,3936.72,Low,62.4,Approve
F0555,Sikkim,Large,Broiler,Retail,13470,48780.4,1269,87,220.17,2825979.18,1955004.8,496785.43,0.0942,3.6214,209.8,36.88,5710.18,Low,54.1,Approve
F0556,Uttar Pradesh,Medium,Layer,Retail,12902,54510.8,524,158,237.48,3001728.52,2206740.44,840398.13,0.0406,4.225,232.66,65.14,5318.98,Low,56.3,Approve
F0557,Gujarat,Small,Layer,Wholesale,3361,11475.8,232,68,192.49,624559.13,461148.36,153944.63,0.069,3.4144,185.83,45.8,2263.89,Low,64.1,Approve
F0558,Karnataka,Small,Broiler,Retail,6520,27786.0,185,135,253.64,1630171.73,1093772.0,499161.51,0.0284,4.2617,250.03,76.56,3697.49,Low,60.1,Approve
F0559,Andhra Pradesh,Medium,Layer,Wholesale,6880,24022.0,1272,30,231.49,1445374.42,909177.33,564416.83,0.1849,3.4916,210.08,82.04,18813.89,High,55.4,Reject
F0560,West Bengal,Medium,Layer,Wholesale,10280,34520.2,1263,104,201.68,1945866.05,1463510.18,406576.0,0.1229,3.358,189.29,39.55,3909.38,Medium,56.2,Revise
F0561,Odisha,Medium,Breeder,Export,9288,33174.7,1973,117,189.86,1576046.08,1387433.8,167694.94,0.2124,3.5718,169.69,18.06,1433.29,High,33.9,Reject
F0562,Bihar,Small,Broiler,Retail,5800,23757.7,1111,171,191.98,1006752.5,988989.4,-4826.24,0.1916,4.0962,173.58,-0.83,-28.22,High,21.3,Reject
F0563,Tamil Nadu,Small,Broiler,Export,3866,11652.9,100,179,242.61,925691.85,572688.51,393985.85,0.0259,3.0142,239.44,101.91,2201.04,Low,92.0,Approve
F0564,Uttar Pradesh,Small,Layer,Wholesale,4447,13936.5,1022,89,227.05,893571.65,599314.42,210311.79,0.2298,3.1339,200.94,47.29,2363.05,High,47.8,Reject
F0565,Tamil Nadu,Small,Broiler,Wholesale,3141,13875.2,140,159,210.46,646279.99,551090.0,74271.43,0.0446,4.4174,205.76,23.65,467.12,Low,41.4,Approve
F0566,Uttarakhand,Medium,Broiler,Wholesale,8628,26732.4,990,139,206.63,1680505.21,1232720.27,539352.45,0.1147,3.0983,194.77,62.51,3880.23,Low,68.4,Approve
F0567,Uttar Pradesh,Small,Layer,Retail,4455,16773.7,147,48,248.46,1088599.71,629787.4,413246.85,0.033,3.7651,244.35,92.76,8609.31,Low,73.7,Approve
F0568,Andhra Pradesh,Medium,Broiler,Wholesale,11592,43873.8,2532,91,249.98,2581260.48,1732356.4,864385.57,0.2184,3.7848,222.68,74.57,9498.74,High,42.8,Reject
F0569,Punjab,Large,Broiler,Wholesale,14625,53123.3,559,100,226.5,3249212.97,2159962.6,1360468.78,0.0382,3.6324,222.17,93.02,13604.69,Low,75.8,Approve
F0570,Punjab,Small,Broiler,Wholesale,4847,18884.2,298,140,221.96,1042746.34,778438.84,272565.57,0.0615,3.8961,215.13,56.23,1946.9,Low,57.9,Approve
F0571,West Bengal,Medium,Layer,Retail,9424,30069.2,1893,162,245.32,2079638.13,1404133.6,898078.1,0.2009,3.1907,220.67,95.3,5543.69,High,62.7,Reject
F0572,Himachal Pradesh,Medium,Broiler,Wholesale,11400,42630.6,897,101,239.95,2627715.05,1712566.53,1099074.46,0.0787,3.7395,230.5,96.41,10881.93,Low,68.7,Approve
F0573,Gujarat,Small,Layer,Retail,3700,12701.0,946,107,212.03,684155.94,534804.22,127059.73,0.2557,3.4327,184.91,34.34,1187.47,High,35.6,Reject
F0574,Uttar Pradesh,Medium,Layer,Wholesale,7994,31375.1,750,129,186.62,1421803.44,1273281.27,58662.73,0.0938,3.9248,177.86,7.34,454.75,Medium,40.5,Revise
F0575,Odisha,Large,Broiler,Wholesale,15288,46476.7,1013,100,241.48,3569401.48,2058674.07,1402946.15,0.0663,3.0401,233.48,91.77,14029.46,Low,83.7,Approve
F0576,Gujarat,Large,Broiler,Wholesale,12975,48922.1,166,36,193.5,2494499.2,1808076.2,733825.21,0.0128,3.7705,192.25,56.56,20384.03,Low,67.4,Approve
F0577,West Bengal,Small,Broiler,Export,3880,12086.0,562,79,181.31,652512.69,514384.44,149425.2,0.1448,3.1149,168.17,38.51,1891.46,Medium,57.9,Revise
F0578,Tamil Nadu,Large,Layer,Wholesale,12639,41376.2,2654,75,247.46,2799202.95,1710746.4,1181464.31,0.21,3.2737,221.47,93.48,15752.86,High,59.2,Reject
F0579,Andhra Pradesh,Medium,Broiler,Wholesale,8318,26383.1,1015,101,226.26,1767164.43,1145682.51,539714.94,0.122,3.1718,212.45,64.89,5343.71,Medium,66.5,Revise
F0580,Odisha,Small,Breeder,Retail,3554,11055.9,1009,105,251.33,766374.98,487271.13,249280.64,0.2839,3.1108,215.64,70.14,2374.1,High,51.1,Reject
F0581,Arunachal Pradesh,Medium,Broiler,Wholesale,6806,28610.4,427,103,218.77,1442200.52,1094354.22,388122.15,0.0627,4.2037,211.9,57.03,3768.18,Low,51.6,Approve
F0582,Gujarat,Large,Broiler,Retail,11673,38354.0,1831,171,254.12,2733624.78,1782297.2,1223446.33,0.1569,3.2857,234.18,104.81,7154.66,Medium,68.0,Revise
F0583,Telangana,Medium,Broiler,Wholesale,11824,51743.1,943,102,208.32,2364845.29,1943956.73,291182.43,0.0798,4.3761,200.0,24.63,2854.73,Low,37.5,Approve
F0584,Andhra Pradesh,Small,Layer,Wholesale,3601,16020.4,1011,131,237.96,736516.93,616362.09,117487.38,0.2808,4.4489,204.53,32.63,896.85,High,14.2,Reject
F0585,Telangana,Medium,Broiler,Wholesale,9660,36429.2,739,123,204.08,1895936.57,1495674.4,366153.06,0.0765,3.7711,196.27,37.9,2976.85,Low,53.8,Approve
F0586,Himachal Pradesh,Small,Broiler,Wholesale,3340,10164.0,345,98,180.09,570381.13,448798.22,125728.81,0.1033,3.0431,170.77,37.64,1282.95,Low,64.9,Approve
F0587,Andhra Pradesh,Small,Layer,Retail,6828,23466.0,1114,94,210.38,1319194.35,971755.47,268469.8,0.1632,3.4367,193.2,39.32,2856.06,Medium,48.9,Revise
F0588,Gujarat,Small,Broiler,Retail,4968,20647.7,861,91,239.02,1084557.53,783020.6,306315.7,0.1733,4.1561,218.31,61.66,3366.11,Medium,38.2,Revise
F0589,Telangana,Small,Broiler,Retail,3703,12681.2,941,49,192.0,620591.86,496393.64,162078.62,0.2541,3.4246,167.59,43.77,3307.73,High,38.1,Reject
F0590,Telangana,Small,Layer,Export,3317,9778.3,63,73,220.38,723992.92,424019.89,241185.21,0.019,2.9479,218.27,72.71,3303.91,Low,87.5,Approve
F0591,Uttarakhand,Small,Layer,Wholesale,5665,21224.1,1096,91,196.99,1007919.31,841827.31,216288.02,0.1935,3.7465,177.92,38.18,2376.79,High,38.0,Reject
F0592,Punjab,Medium,Broiler,Wholesale,8772,37164.4,760,136,185.97,1560644.78,1468304.27,-900.72,0.0866,4.2367,177.91,-0.1,-6.62,High,33.3,Reject
F0593,Bihar,Small,Broiler,Retail,6893,28627.1,717,154,229.4,1498980.52,1163161.22,355166.86,0.104,4.1531,217.46,51.53,2306.28,Low,45.5,Approve
F0594,Sikkim,Small,Layer,Retail,5429,16817.5,506,74,256.16,1325852.68,712856.51,645400.75,0.0932,3.0977,244.22,118.88,8721.63,Low,80.8,Approve
F0595,West Bengal,Large,Broiler,Wholesale,15840,62468.2,496,40,204.86,3194083.14,2278940.4,975059.92,0.0313,3.9437,201.65,61.56,24376.5,Low,62.5,Approve
F0596,Uttar Pradesh,Medium,Layer,Retail,9600,30478.6,1134,117,226.45,2045465.31,1350209.2,661150.08,0.1181,3.1749,213.07,68.87,5650.86,Low,68.0,Approve
F0597,West Bengal,Medium,Broiler,Wholesale,8734,27695.1,451,75,256.29,2180551.43,1162445.53,1090335.62,0.0516,3.171,249.66,124.84,14537.81,Low,85.1,Approve
F0598,Telangana,Small,Broiler,Retail,4572,19595.2,148,141,232.04,1043622.24,774299.2,203719.16,0.0324,4.2859,228.26,44.56,1444.82,Low,51.0,Approve
F0599,West Bengal,Small,Broiler,Retail,3816,12304.5,543,110,233.85,828811.42,536123.0,330588.88,0.1423,3.2244,217.19,86.63,3005.35,Medium,68.0,Revise
F0600,Sikkim,Small,Broiler,Retail,3552,11535.2,506,61,194.31,641028.28,469893.87,156229.45,0.1425,3.2475,180.47,43.98,2561.14,Medium,56.8,Revise
F0601,Sikkim,Small,Layer,Wholesale,6600,18487.3,1129,127,219.41,1324143.61,885733.93,459728.33,0.1711,2.8011,200.63,69.66,3619.91,Medium,68.4,Revise
F0602,Gujarat,Small,Broiler,Retail,3855,16499.9,296,34,209.37,776091.56,579049.13,183405.54,0.0768,4.2801,201.32,47.58,5394.28,Low,45.7,Approve
F0603,Gujarat,Small,Broiler,Retail,4812,19957.3,1139,58,217.68,923488.29,729277.67,264954.67,0.2367,4.1474,191.91,55.06,4568.18,High,27.9,Reject
F0604,Uttar Pradesh,Small,Breeder,Wholesale,5866,22680.6,368,77,244.07,1386737.51,872572.22,544578.94,0.0627,3.8665,236.4,92.84,7072.45,Low,67.5,Approve
F0605,Punjab,Small,Broiler,Wholesale,6642,27069.2,1551,45,216.86,1272110.22,980758.4,332868.92,0.2335,4.0755,191.53,50.12,7397.09,High,28.6,Reject
F0606,Karnataka,Medium,Layer,Export,6364,19464.2,1182,101,185.03,1068159.38,860681.56,249539.91,0.1857,3.0585,167.84,39.21,2470.69,High,53.5,Reject
F0607,Arunachal Pradesh,Small,Breeder,Wholesale,6112,21875.8,367,58,252.44,1496605.84,849889.11,628683.47,0.06,3.5792,244.86,102.86,10839.37,Low,75.6,Approve
F0608,Sikkim,Small,Breeder,Wholesale,4574,15538.2,336,75,223.59,985022.67,631527.07,367742.64,0.0735,3.3971,215.35,80.4,4903.24,Low,72.5,Approve
F0609,Arunachal Pradesh,Medium,Layer,Wholesale,6792,20100.4,664,52,253.96,1640565.65,844597.07,809526.58,0.0978,2.9594,241.54,119.19,15567.82,Low,83.0,Approve
F0610,Punjab,Medium,Broiler,Retail,9454,34284.2,2637,123,225.79,1836829.02,1433679.87,462377.76,0.2789,3.6264,194.29,48.91,3759.17,High,35.2,Reject
F0611,West Bengal,Small,Breeder,Export,5826,25432.0,329,143,185.57,1050558.04,998913.87,28237.57,0.0565,4.3653,180.32,4.85,197.47,High,36.1,Reject
F0612,Himachal Pradesh,Medium,Layer,Retail,9034,25910.4,1124,63,224.23,1899667.92,1122909.6,709645.78,0.1244,2.8681,210.28,78.55,11264.22,Medium,75.8,Revise
F0613,Bihar,Medium,Layer,Wholesale,13460,44357.2,1272,146,226.06,2898931.28,1998220.18,1072011.32,0.0945,3.2955,215.37,79.64,7342.54,Low,71.5,Approve
F0614,Uttar Pradesh,Small,Broiler,Retail,3906,12314.9,309,58,197.15,739534.44,506503.0,262121.46,0.0791,3.1528,189.33,67.11,4519.34,Low,73.4,Approve
F0615,Uttarakhand,Large,Breeder,Retail,13068,41881.0,3058,38,217.68,2511767.59,1663063.6,743290.53,0.234,3.2049,192.21,56.88,19560.28,High,48.1,Reject
F0616,Punjab,Large,Layer,Retail,15522,67432.8,1081,68,216.76,3247248.99,2447265.33,1108835.09,0.0696,4.3443,209.2,71.44,16306.4,Low,51.3,Approve
F0617,West Bengal,Small,Layer,Wholesale,6629,23836.0,582,164,229.83,1456616.15,1049114.18,365885.48,0.0878,3.5957,219.73,55.19,2231.01,Low,60.1,Approve
F0618,Telangana,Small,Broiler,Retail,6628,23812.5,671,139,200.77,1263265.92,1019060.24,251698.31,0.1012,3.5927,190.6,37.98,1810.78,Low,54.0,Approve
F0619,Maharashtra,Large,Broiler,Wholesale,9000,36836.8,1486,98,226.54,1870499.57,1417209.6,562591.37,0.1651,4.093,207.83,62.51,5740.73,Medium,40.9,Revise
F0620,Karnataka,Medium,Breeder,Wholesale,12478,38215.6,1217,165,199.28,2365301.93,1830664.53,671724.83,0.0975,3.0626,189.56,53.83,4071.06,Low,69.4,Approve
F0621,Arunachal Pradesh,Small,Broiler,Retail,6691,24277.3,433,125,215.72,1396546.89,1017339.49,329946.86,0.0647,3.6284,208.72,49.31,2639.57,Low,61.2,Approve
F0622,Himachal Pradesh,Small,Broiler,Export,3018,10656.5,619,148,189.82,514059.84,464749.93,62604.58,0.2051,3.531,170.33,20.74,423.0,High,36.4,Reject
F0623,Odisha,Small,Layer,Wholesale,6403,24425.8,16,147,182.98,1170110.42,1024849.33,127111.79,0.0025,3.8147,182.74,19.85,864.71,Low,58.7,Approve
F0624,Andhra Pradesh,Medium,Broiler,Export,7166,32241.6,535,47,205.65,1418555.14,1127491.11,320822.64,0.0747,4.4992,197.96,44.77,6826.01,Low,40.8,Approve
F0625,Arunachal Pradesh,Medium,Broiler,Wholesale,6910,28386.7,500,131,201.97,1345011.57,1130933.62,205626.92,0.0724,4.1081,194.65,29.76,1569.67,Low,45.4,Approve
F0626,Tamil Nadu,Small,Broiler,Retail,6004,20872.1,1206,139,212.55,1147983.23,907751.71,217113.6,0.2009,3.4764,191.2,36.16,1561.97,High,42.0,Reject
F0627,Karnataka,Medium,Broiler,Wholesale,10072,42371.3,623,111,256.96,2507960.92,1634522.73,752758.51,0.0619,4.2068,249.0,74.74,6781.61,Low,56.1,Approve
F0628,Sikkim,Medium,Broiler,Wholesale,8264,25537.4,1264,134,221.78,1692605.3,1171889.64,621017.02,0.153,3.0902,204.82,75.15,4634.46,Medium,66.4,Revise
F0629,Arunachal Pradesh,Small,Broiler,Retail,6339,18077.5,514,45,224.25,1363883.07,765367.0,547794.62,0.0811,2.8518,215.16,86.42,12173.21,Low,84.2,Approve
F0630,Uttarakhand,Small,Broiler,Retail,5492,17286.4,625,50,255.33,1322456.52,703718.58,715830.71,0.1138,3.1476,240.8,130.34,14316.61,Low,76.9,Approve
F0631,Punjab,Medium,Layer,Retail,12622,42645.9,2221,167,253.69,2920354.92,1944042.96,933411.77,0.176,3.3787,231.37,73.95,5589.29,Medium,56.9,Revise
F0632,Telangana,Large,Breeder,Retail,14856,54491.6,1927,135,250.73,3483221.94,2298159.2,1269470.3,0.1297,3.668,234.47,85.45,9403.48,Medium,60.3,Revise
F0633,Telangana,Medium,Broiler,Retail,12744,49009.8,2097,161,187.84,2196848.97,2080177.2,285746.79,0.1645,3.8457,172.38,22.42,1774.82,Medium,36.0,Revise
F0634,Karnataka,Medium,Broiler,Export,11298,49124.0,1282,73,230.74,2459014.71,1792250.93,613822.18,0.1135,4.348,217.65,54.33,8408.52,Low,40.8,Approve
F0635,Odisha,Small,Broiler,Wholesale,5150,18883.8,306,152,244.65,1222436.65,812108.04,439168.74,0.0594,3.6668,237.37,85.28,2889.27,Low,70.2,Approve
F0636,West Bengal,Medium,Layer,Wholesale,7974,29122.4,344,165,246.85,1925796.13,1273296.8,700069.71,0.0431,3.6522,241.51,87.79,4242.85,Low,73.4,Approve
F0637,Andhra Pradesh,Medium,Breeder,Wholesale,12642,36477.4,1974,140,226.23,2636706.86,1749248.13,799580.73,0.1561,2.8854,208.57,63.25,5711.29,Medium,67.2,Revise
F0638,Karnataka,Small,Broiler,Wholesale,6524,18654.4,313,146,181.4,1155024.48,905930.84,261929.37,0.048,2.8594,177.04,40.15,1794.04,Low,77.1,Approve
F0639,Gujarat,Small,Broiler,Retail,3519,13150.4,46,155,257.9,901566.8,562226.8,372913.75,0.0131,3.737,256.2,105.97,2405.9,Low,78.9,Approve
F0640,Sikkim,Small,Layer,Wholesale,6224,22063.5,1833,48,217.78,1155828.3,849708.47,404420.05,0.2945,3.5449,185.71,64.98,8425.42,High,40.9,Reject
F0641,Punjab,Small,Layer,Wholesale,3858,16306.2,961,93,211.49,714229.0,615422.0,83990.31,0.2491,4.2266,185.13,21.77,903.12,High,16.2,Reject
F0642,Arunachal Pradesh,Small,Broiler,Wholesale,3173,9751.1,126,69,211.6,657998.45,412096.33,257281.41,0.0397,3.0731,207.37,81.08,3728.72,Low,84.1,Approve
F0643,West Bengal,Small,Layer,Retail,4366,12410.1,313,80,213.93,900457.78,553416.42,341320.37,0.0717,2.8424,206.24,78.18,4266.5,Low,83.6,Approve
